BB,SCH_DISCWDIS_CORP_IDEA_AS_M,Students with disabilities who received corporal punishment: IDEA Asian Male,,
BC,SCH_DISCWDIS_CORP_IDEA_AS_F,Students with disabilities who received corporal punishment: IDEA Asian Female,,
BD,SCH_DISCWDIS_CORP_IDEA_HP_M,Students with disabilities who received corporal punishment: IDEA Native Hawaiian/Pacific Islander Male,,
BE,SCH_DISCWDIS_CORP_IDEA_HP_F,Students with disabilities who received corporal punishment: IDEA Native Hawaiian/Pacific Islander Female,,
BF,SCH_DISCWDIS_CORP_IDEA_BL_M,Students with disabilities who received corporal punishment: IDEA Black Male,,
BG,SCH_DISCWDIS_CORP_IDEA_BL_F,Students with disabilities who received corporal punishment: IDEA Black Female,,
BH,SCH_DISCWDIS_CORP_IDEA_WH_M,Students with disabilities who received corporal punishment: IDEA White Male,,
BI,SCH_DISCWDIS_CORP_IDEA_WH_F,Students with disabilities who received corporal punishment: IDEA White Female,,
BJ,SCH_DISCWDIS_CORP_IDEA_TR_M,Students with disabilities who received corporal punishment: IDEA Two or More Races Male,,
BK,SCH_DISCWDIS_CORP_IDEA_TR_F,Students with disabilities who received corporal punishment: IDEA Two or More Races Female,,
BL,TOT_DISCWDIS_CORP_IDEA_M,Students with disabilities who received corporal punishment: Calculated IDEA Male Total,,
BM,TOT_DISCWDIS_CORP_IDEA_F,Students with disabilities who received corporal punishment: Calculated IDEA Female Total,,
BN,SCH_DISCWDIS_CORP_LEP_M,Students with disabilities who received corporal punishment: LEP Male,,
BO,SCH_DISCWDIS_CORP_LEP_F,Students with disabilities who received corporal punishment: LEP Female,,
BP,SCH_DISCWDIS_CORP_504_M,Students with disabilities who received corporal punishment: 504 Only Male,,
BQ,SCH_DISCWDIS_CORP_504_F,Students with disabilities who received corporal punishment: 504 Only Female,,
BR,SCH_CORPINSTANCES_WODIS,Instances of corporal punishment: Students without disabilities,,
BS,SCH_CORPINSTANCES_WDIS,Instances of corporal punishment: Students with disabilities,,

Column Finder,Field Name,Field Description,,
A,LEA_STATE,District State Abbreviation,,
B,LEA_STATE_NAME,District State Name,,
C,LEAID,7 Digit LEAID District Identification Code,,
D,LEA_NAME,District Name,,
E,SCHID,5 Digit School Identification Code,,
F,SCH_NAME,School Name,,
G,COMBOKEY,7 Digit LEAID District Identification Code+5 Digit School Identification Code,,
H,JJ,"Juvenile Justice Facility: ""Yes"" indicates a long-term secure facility; ""No"" indicates not a JJ facility",,
I,SCH_CREDITRECOVERY_IND,Credit Recovery Program Indicator,,
J,SCH_CREDITRECOVERYENR,Credit Recovery: Total Students,,

Column Finder,Field Name,Field Description,,
A,LEA_STATE,District State Abbreviation,,
B,LEA_STATE_NAME,District State Name,,
C,LEAID,7 Digit LEAID District Identification Code,,
D,LEA_NAME,District Name,,
E,SCHID,5 Digit School Identification Code,,
F,SCH_NAME,School Name,,
G,COMBOKEY,7 Digit LEAID District Identification Code+5 Digit School Identification Code,,
H,JJ,"Juvenile Justice Facility: ""Yes"" indicates a long-term secure facility; ""No"" indicates not a JJ facility",,
I,SCH_DUAL_IND,Dual Enrollment Program Indicator,,
J,SCH_DUALENR_HI_M,Dual Enrollment: Hispanic Male,,
K,SCH_DUALENR_HI_F,Dual Enrollment: Hispanic Female,,
L,SCH_DUALENR_AM_M,Dual Enrollment: American Indian/Alaska Native Male,,
M,SCH_DUALENR_AM_F,Dual Enrollment: American Indian/Alaska Native Female,,
N,SCH_DUALENR_AS_M,Dual Enrollment: Asian Male,,
O,SCH_DUALENR_AS_F,Dual Enrollment: Asian Female,,
P,SCH_DUALENR_HP_M,Dual Enrollment: Native Hawaiian/Pacific Islander Male,,
Q,SCH_DUALENR_HP_F,Dual Enrollment: Native Hawaiian/Pacific Islander Female,,
R,SCH_DUALENR_BL_M,Dual Enrollment: Black Male,,
S,SCH_DUALENR_BL_F,Dual Enrollment: Black Female,,
T,SCH_DUALENR_WH_M,Dual Enrollment: White Male,,
U,SCH_DUALENR_WH_F,Dual Enrollment: White Female,,
V,SCH_DUALENR_TR_M,Dual Enrollment: Two or More Races Male,,
W,SCH_DUALENR_TR_F,Dual Enrollment: Two or More Races Female,,
X,TOT_DUAL_M,Dual Enrollment: Calculated Male Total,,
Y,TOT_DUAL_F,Dual Enrollment: Calculated Female Total,,
Z,SCH_DUALENR_LEP_M,Dual Enrollment: LEP Male,,
AC,SCH_DUALENR_LEP_F,Dual Enrollment: LEP Female,,
AB,SCH_DUALENR_IDEA_M,Dual Enrollment: IDEA Male,,
AC,SCH_DUALENR_IDEA_F,Dual Enrollment: IDEA Female,,

Column Finder,Field Name,Field Description,,
A,LEA_STATE,District State Abbreviation,,
B,LEA_STATE_NAME,District State Name,,
C,LEAID,7 Digit LEAID District Identification Code,,
D,LEA_NAME,District Name,,
E,SCHID,5 Digit School Identification Code,,
F,SCH_NAME,School Name,,
G,COMBOKEY,7 Digit LEAID District Identification Code+5 Digit School Identification Code,,
H,JJ,"Juvenile Justice Facility: ""Yes"" indicates a long-term secure facility; ""No"" indicates not a JJ facility",,
I,SCH_PSENR_NONIDEA_A3,Preschool Age for Non-IDEA Children: Children age 3 years,,
J,SCH_PSENR_NONIDEA_A4,Preschool Age for Non-IDEA Children: Children age 4 years,,
K,SCH_PSENR_NONIDEA_A5,Preschool Age for Non-IDEA Children: Children age 5 years,,
L,SCH_PSENR_HI_M,Preschool Enrollment: Hispanic Male,,
M,SCH_PSENR_HI_F,Preschool Enrollment: Hispanic Female,,
N,SCH_PSENR_AM_M,Preschool Enrollment: American Indian/Alaska Native Male,,
O,SCH_PSENR_AM_F,Preschool Enrollment: American Indian/Alaska Native Female,,
P,SCH_PSENR_AS_M,Preschool Enrollment: Asian Male,,
Q,SCH_PSENR_AS_F,Preschool Enrollment: Asian Female,,
R,SCH_PSENR_HP_M,Preschool Enrollment: Native Hawaiian/Pacific Islander Male,,
S,SCH_PSENR_HP_F,Preschool Enrollment: Native Hawaiian/Pacific Islander Female,,
T,SCH_PSENR_BL_M,Preschool Enrollment: Black Male,,
U,SCH_PSENR_BL_F,Preschool Enrollment: Black Female,,
V,SCH_PSENR_WH_M,Preschool Enrollment: White Male,,
W,SCH_PSENR_WH_F,Preschool Enrollment: White Female,,
X,SCH_PSENR_TR_M,Preschool Enrollment: Two or More Races Male,,
Y,SCH_PSENR_TR_F,Preschool Enrollment: Two or More Races Female,,
Z,TOT_PSENR_M,Preschool Enrollment: Calculated Male Total,,
AA,TOT_PSENR_F,Preschool Enrollment: Calculated Female Total,,
AB,SCH_PSENR_LEP_M,Preschool Enrollment: LEP Male,,
AC,SCH_PSENR_LEP_F,Preschool Enrollment: LEP Female,,
AD,SCH_PSENR_IDEA_M,Preschool Enrollment: IDEA Male,,
AE,SCH_PSENR_IDEA_F,Preschool Enrollment: IDEA Female,,
AF,SCH_ENR_HI_M,Overall Student Enrollment: Hispanic Male,,
AG,SCH_ENR_HI_F,Overall Student Enrollment: Hispanic Female,,
AH,SCH_ENR_AM_M,Overall Student Enrollment: American Indian/Alaska Native Male,,
AI,SCH_ENR_AM_F,Overall Student Enrollment: American Indian/Alaska Native Female,,
AJ,SCH_ENR_AS_M,Overall Student Enrollment: Asian Male,,
AK,SCH_ENR_AS_F,Overall Student Enrollment: Asian Female,,
AL,SCH_ENR_HP_M,Overall Student Enrollment: Native Hawaiian/Pacific Islander Male,,
AM,SCH_ENR_HP_F,Overall Student Enrollment: Native Hawaiian/Pacific Islander Female,,
AN,SCH_ENR_BL_M,Overall Student Enrollment: Black Male,,
AO,SCH_ENR_BL_F,Overall Student Enrollment: Black Female,,
AP,SCH_ENR_WH_M,Overall Student Enrollment: White Male,,
AQ,SCH_ENR_WH_F,Overall Student Enrollment: White Female,,
AR,SCH_ENR_TR_M,Overall Student Enrollment: Two or More Races Male,,
AS,SCH_ENR_TR_F,Overall Student Enrollment: Two or More Races Female,,
AT,TOT_ENR_M,Overall Student Enrollment: Calculated Male Total,,
AU,TOT_ENR_F,Overall Student Enrollment: Calculated Female Total,,
AV,SCH_ENR_LEP_M,Overall Student Enrollment: LEP Male,,
AW,SCH_ENR_LEP_F,Overall Student Enrollment: LEP Female,,
AX,SCH_ENR_504_M,Overall Student Enrollment: Section 504 Only Male,,
AY,SCH_ENR_504_F,Overall Student Enrollment: Section 504 Only Female,,
AZ,SCH_ENR_IDEA_M,Overall Student Enrollment: IDEA Male,,
BA,SCH_ENR_IDEA_F,Overall Student Enrollment: IDEA Female,,
BB,SCH_LEPENR_HI_M,Enrollment of Students who are Limited English Proficient (LEP): Hispanic Male,,
BC,SCH_LEPENR_HI_F,Enrollment of Students who are Limited English Proficient (LEP): Hispanic Female,,
BD,SCH_LEPENR_AM_M,Enrollment of Students who are Limited English Proficient (LEP): American Indian/Alaska Native Male,,
BE,SCH_LEPENR_AM_F,Enrollment of Students who are Limited English Proficient (LEP): American Indian/Alaska Native Female,,
BF,SCH_LEPENR_AS_M,Enrollment of Students who are Limited English Proficient (LEP): Asian Male,,
BG,SCH_LEPENR_AS_F,Enrollment of Students who are Limited English Proficient (LEP): Asian Female,,
BH,SCH_LEPENR_HP_M,Enrollment of Students who are Limited English Proficient (LEP): Native Hawaiian/Pacific Islander Male,,
BI,SCH_LEPENR_HP_F,Enrollment of Students who are Limited English Proficient (LEP): Native Hawaiian/Pacific Islander Female,,
BJ,SCH_LEPENR_BL_M,Enrollment of Students who are Limited English Proficient (LEP): Black Male,,
BK,SCH_LEPENR_BL_F,Enrollment of Students who are Limited English Proficient (LEP): Black Female,,
BL,SCH_LEPENR_WH_M,Enrollment of Students who are Limited English Proficient (LEP): White Male,,
BM,SCH_LEPENR_WH_F,Enrollment of Students who are Limited English Proficient (LEP): White Female,,
BN,SCH_LEPENR_TR_M,Enrollment of Students who are Limited English Proficient (LEP): Two or More Races Male,,
BO,SCH_LEPENR_TR_F,Enrollment of Students who are Limited English Proficient (LEP): Two or More Races Female,,
BP,TOT_LEPENR_M,Enrollment of Students who are Limited English Proficient (LEP): Calculated Male Total,,
BQ,TOT_LEPENR_F,Enrollment of Students who are Limited English Proficient (LEP): Calculated Female Total,,
BR,SCH_LEPPROGENR_HI_M,Students Enrolled in LEP Programs: Hispanic Male,,
BS,SCH_LEPPROGENR_HI_F,Students Enrolled in LEP Programs: Hispanic Female,,
BT,SCH_LEPPROGENR_AM_M,Students Enrolled in LEP Programs: American Indian/Alaska Native Male,,
BU,SCH_LEPPROGENR_AM_F,Students Enrolled in LEP Programs: American Indian/Alaska Native Female,,
BV,SCH_LEPPROGENR_AS_M,Students Enrolled in LEP Programs: Asian Male,,
BW,SCH_LEPPROGENR_AS_F,Students Enrolled in LEP Programs: Asian Female,,
BX,SCH_LEPPROGENR_HP_M,Students Enrolled in LEP Programs: Native Hawaiian/Pacific Islander Male,,
BY,SCH_LEPPROGENR_HP_F,Students Enrolled in LEP Programs: Native Hawaiian/Pacific Islander Female,,
BZ,SCH_LEPPROGENR_BL_M,Students Enrolled in LEP Programs: Black Male,,
CA,SCH_LEPPROGENR_BL_F,Students Enrolled in LEP Programs: Black Female,,
CB,SCH_LEPPROGENR_WH_M,Students Enrolled in LEP Programs: White Male,,
CC,SCH_LEPPROGENR_WH_F,Students Enrolled in LEP Programs: White Female,,
CD,SCH_LEPPROGENR_TR_M,Students Enrolled in LEP Programs: Two or More Races Male,,
CE,SCH_LEPPROGENR_TR_F,Students Enrolled in LEP Programs: Two or More Races Female,,
CF,TOT_LEPPROGENR_M,Students Enrolled in LEP Programs: Calculated Male Total,,
CG,TOT_LEPPROGENR_F,Students Enrolled in LEP Programs: Calculated Female Total,,
CH,SCH_LEPPROGENR_IDEA_M,Students Enrolled in LEP Programs: IDEA Male,,
CI,SCH_LEPPROGENR_IDEA_F,Students Enrolled in LEP Programs: IDEA Female,,
CJ,SCH_IDEAENR_HI_M,Students with disabilities served under IDEA: Hispanic Male,,
CK,SCH_IDEAENR_HI_F,Students with disabilities served under IDEA: Hispanic Female,,
CL,SCH_IDEAENR_AM_M,Students with disabilities served under IDEA: American Indian/Alaska Native Male,,
CM,SCH_IDEAENR_AM_F,Students with disabilities served under IDEA: American Indian/Alaska Native Female,,
CN,SCH_IDEAENR_AS_M,Students with disabilities served under IDEA: Asian Male,,
CO,SCH_IDEAENR_AS_F,Students with disabilities served under IDEA: Asian Female,,
CP,SCH_IDEAENR_HP_M,Students with disabilities served under IDEA: Native Hawaiian/Pacific Islander Male,,
CQ,SCH_IDEAENR_HP_F,Students with disabilities served under IDEA: Native Hawaiian/Pacific Islander Female,,
CR,SCH_IDEAENR_BL_M,Students with disabilities served under IDEA: Black Male,,
CS,SCH_IDEAENR_BL_F,Students with disabilities served under IDEA: Black Female,,
CT,SCH_IDEAENR_WH_M,Students with disabilities served under IDEA: White Male,,
CU,SCH_IDEAENR_WH_F,Students with disabilities served under IDEA: White Female,,
CV,SCH_IDEAENR_TR_M,Students with disabilities served under IDEA: Two or More Races Male,,
CW,SCH_IDEAENR_TR_F,Students with disabilities served under IDEA: Two or More Races Female,,
CX,TOT_IDEAENR_M,Students with disabilities served under IDEA: Calculated Male Total,,
CY,TOT_IDEAENR_F,Students with disabilities served under IDEA: Calculated Female Total,,
CZ,SCH_IDEAENR_LEP_M,Students with disabilities served under IDEA: LEP Male,,
DA,SCH_IDEAENR_LEP_F,Students with disabilities served under IDEA: LEP Female,,
DB,SCH_504ENR_HI_M,Students with disabilities served under Section 504: Hispanic Male,,
DC,SCH_504ENR_HI_F,Students with disabilities served under Section 504: Hispanic Female,,
DD,SCH_504ENR_AM_M,Students with disabilities served under Section 504: American Indian/Alaska Native Male,,
DE,SCH_504ENR_AM_F,Students with disabilities served under Section 504: American Indian/Alaska Native Female,,
DF,SCH_504ENR_AS_M,Students with disabilities served under Section 504: Asian Male,,
DG,SCH_504ENR_AS_F,Students with disabilities served under Section 504: Asian Female,,
DH,SCH_504ENR_HP_M,Students with disabilities served under Section 504: Native Hawaiian/Pacific Islander Male,,
DI,SCH_504ENR_HP_F,Students with disabilities served under Section 504: Native Hawaiian/Pacific Islander Female,,
DJ,SCH_504ENR_BL_M,Students with disabilities served under Section 504: Black Male,,
DK,SCH_504ENR_BL_F,Students with disabilities served under Section 504: Black Female,,
DL,SCH_504ENR_WH_M,Students with disabilities served under Section 504: White Male,,
DM,SCH_504ENR_WH_F,Students with disabilities served under Section 504: White Female,,
DN,SCH_504ENR_TR_M,Students with disabilities served under Section 504: Two or More Races Male,,
DO,SCH_504ENR_TR_F,Students with disabilities served under Section 504: Two or More Races Female,,
DP,TOT_504ENR_M,Students with disabilities served under Section 504: Calculated Male Total,,
DQ,TOT_504ENR_F,Students with disabilities served under Section 504: Calculated Female Total,,
DR,SCH_504ENR_LEP_M,Students with disabilities served under Section 504: LEP Male,,
DS,SCH_504ENR_LEP_F,Students with disabilities served under Section 504: LEP Female,,

Column Finder,Field Name,Field Description,,
A,LEA_STATE,District State Abbreviation,,
B,LEA_STATE_NAME,District State Name,,
C,LEAID,7 Digit LEAID District Identification Code,,
D,LEA_NAME,District Name,,
E,SCHID,5 Digit School Identification Code,,
F,SCH_NAME,School Name,,
G,COMBOKEY,7 Digit LEAID District Identification Code+5 Digit School Identification Code,,
H,JJ,"Juvenile Justice Facility: ""Yes"" indicates a long-term secure facility; ""No"" indicates not a JJ facility",,
I,SCH_PSDISC_EXP_HI_M,Preschool children who received an expulsion: Hispanic Male,,
J,SCH_PSDISC_EXP_HI_F,Preschool children who received an expulsion: Hispanic Female,,
K,SCH_PSDISC_EXP_AM_M,Preschool children who received an expulsion: American Indian/Alaska Native Male,,
L,SCH_PSDISC_EXP_AM_F,Preschool children who received an expulsion: American Indian/Alaska Native Female,,
M,SCH_PSDISC_EXP_AS_M,Preschool children who received an expulsion: Asian Male,,
N,SCH_PSDISC_EXP_AS_F,Preschool children who received an expulsion: Asian Female,,
O,SCH_PSDISC_EXP_HP_M,Preschool children who received an expulsion: Native Hawaiian/Pacific Islander Male,,
P,SCH_PSDISC_EXP_HP_F,Preschool children who received an expulsion: Native Hawaiian/Pacific Islander Female,,
Q,SCH_PSDISC_EXP_BL_M,Preschool children who received an expulsion: Black Male,,
R,SCH_PSDISC_EXP_BL_F,Preschool children who received an expulsion: Black Female,,
S,SCH_PSDISC_EXP_WH_M,Preschool children who received an expulsion: White Male,,
T,SCH_PSDISC_EXP_WH_F,Preschool children who received an expulsion: White Female,,
U,SCH_PSDISC_EXP_TR_M,Preschool children who received an expulsion: Two or More Races Male,,
V,SCH_PSDISC_EXP_TR_F,Preschool children who received an expulsion: Two or More Races Female,,
W,TOT_PSDISC_EXP_M,Total Number of Preschool Children who Received Expulsions: Calculated Male Total,,
X,TOT_PSDISC_EXP_F,Total Number of Preschool Children who Received Expulsions: Calculated Female Total,,
Y,SCH_PSDISC_EXP_LEP_M,Preschool children who received an expulsion: LEP Male,,
Z,SCH_PSDISC_EXP_LEP_F,Preschool children who received an expulsion: LEP Female,,
AA,SCH_PSDISC_EXP_IDEA_M,Preschool children who received an expulsion: IDEA Male,,
AB,SCH_PSDISC_EXP_IDEA_F,Preschool children who received an expulsion: IDEA Female,,
AC,SCH_DISCWODIS_EXPWE_HI_M,Students without disabilities who received an expulsion with educational services: Hispanic Male,,
AD,SCH_DISCWODIS_EXPWE_HI_F,Students without disabilities who received an expulsion with educational services: Hispanic Female,,
AE,SCH_DISCWODIS_EXPWE_AM_M,Students without disabilities who received an expulsion with educational services: American Indian/Alaska Native Male,,
AF,SCH_DISCWODIS_EXPWE_AM_F,Students without disabilities who received an expulsion with educational services: American Indian/Alaska Native Female,,
AG,SCH_DISCWODIS_EXPWE_AS_M,Students without disabilities who received an expulsion with educational services: Asian Male,,
AH,SCH_DISCWODIS_EXPWE_AS_F,Students without disabilities who received an expulsion with educational services: Asian Female,,
AI,SCH_DISCWODIS_EXPWE_HP_M,Students without disabilities who received an expulsion with educational services: Native Hawaiian/Pacific Islander Male,,
AJ,SCH_DISCWODIS_EXPWE_HP_F,Students without disabilities who received an expulsion with educational services: Native Hawaiian/Pacific Islander Female,,
AK,SCH_DISCWODIS_EXPWE_BL_M,Students without disabilities who received an expulsion with educational services: Black Male,,
AL,SCH_DISCWODIS_EXPWE_BL_F,Students without disabilities who received an expulsion with educational services: Black Female,,
AM,SCH_DISCWODIS_EXPWE_WH_M,Students without disabilities who received an expulsion with educational services: White Male,,
AN,SCH_DISCWODIS_EXPWE_WH_F,Students without disabilities who received an expulsion with educational services: White Female,,
AO,SCH_DISCWODIS_EXPWE_TR_M,Students without disabilities who received an expulsion with educational services: Two or More Races Male,,
AP,SCH_DISCWODIS_EXPWE_TR_F,Students without disabilities who received an expulsion with educational services: Two or More Races Female,,
AQ,TOT_DISCWODIS_EXPWE_M,Total Number of Students without Disabilities who received an expulsion with educational services: Calculated Male Total,,
AR,TOT_DISCWODIS_EXPWE_F,Total Number of Students without Disabilities who received an expulsion with educational services: Calculated Female Total,,
AS,SCH_DISCWODIS_EXPWE_LEP_M,Students without disabilities who received an expulsion with educational services: LEP Male,,
AT,SCH_DISCWODIS_EXPWE_LEP_F,Students without disabilities who received an expulsion with educational services: LEP Female,,
AU,SCH_DISCWODIS_EXPWOE_HI_M,Students without disabilities who received an expulsion without educational services: Hispanic Male,,
AV,SCH_DISCWODIS_EXPWOE_HI_F,Students without disabilities who received an expulsion without educational services: Hispanic Female,,
AW,SCH_DISCWODIS_EXPWOE_AM_M,Students without disabilities who received an expulsion without educational services: American Indian/Alaska Native Male,,
AX,SCH_DISCWODIS_EXPWOE_AM_F,Students without disabilities who received an expulsion without educational services: American Indian/Alaska Native Female,,
AY,SCH_DISCWODIS_EXPWOE_AS_M,Students without disabilities who received an expulsion without educational services: Asian Male,,
AZ,SCH_DISCWODIS_EXPWOE_AS_F,Students without disabilities who received an expulsion without educational services: Asian Female,,
BA,SCH_DISCWODIS_EXPWOE_HP_M,Students without disabilities who received an expulsion without educational services: Native Hawaiian/Pacific Islander Male,,
BB,SCH_DISCWODIS_EXPWOE_HP_F,Students without disabilities who received an expulsion without educational services: Native Hawaiian/Pacific Islander Female,,
BC,SCH_DISCWODIS_EXPWOE_BL_M,Students without disabilities who received an expulsion without educational services: Black Male,,
BD,SCH_DISCWODIS_EXPWOE_BL_F,Students without disabilities who received an expulsion without educational services: Black Female,,
BE,SCH_DISCWODIS_EXPWOE_WH_M,Students without disabilities who received an expulsion without educational services: White Male,,
BF,SCH_DISCWODIS_EXPWOE_WH_F,Students without disabilities who received an expulsion without educational services: White Female,,
BG,SCH_DISCWODIS_EXPWOE_TR_M,Students without disabilities who received an expulsion without educational services: Two or More Races Male,,
BH,SCH_DISCWODIS_EXPWOE_TR_F,Students without disabilities who received an expulsion without educational services: Two or More Races Female,,
BI,TOT_DISCWODIS_EXPWOE_M,Total Number of Students without disabilities who received an expulsion without educational services: Calculated Male Total,,
BJ,TOT_DISCWODIS_EXPWOE_F,Total Number of Students without disabilities who received an expulsion without educational services: Calculated Female Total,,
BK,SCH_DISCWODIS_EXPWOE_LEP_M,Students without disabilities who received an expulsion without educational services: LEP Male,,
BL,SCH_DISCWODIS_EXPWOE_LEP_F,Students without disabilities who received an expulsion without educational services: LEP Female,,
BM,SCH_DISCWODIS_EXPZT_HI_M,Students without disabilities who received an expulsion under zero tolerance policies: Hispanic Male,,
BN,SCH_DISCWODIS_EXPZT_HI_F,Students without disabilities who received an expulsion under zero tolerance policies: Hispanic Female,,
BO,SCH_DISCWODIS_EXPZT_AM_M,Students without disabilities who received an expulsion under zero tolerance policies: American Indian/Alaska Native Male,,
BP,SCH_DISCWODIS_EXPZT_AM_F,Students without disabilities who received an expulsion under zero tolerance policies: American Indian/Alaska Native Female,,
BQ,SCH_DISCWODIS_EXPZT_AS_M,Students without disabilities who received an expulsion under zero tolerance policies: Asian Male,,
BR,SCH_DISCWODIS_EXPZT_AS_F,Students without disabilities who received an expulsion under zero tolerance policies: Asian Female,,
BS,SCH_DISCWODIS_EXPZT_HP_M,Students without disabilities who received an expulsion under zero tolerance policies: Native Hawaiian/Pacific Islander Male,,
BT,SCH_DISCWODIS_EXPZT_HP_F,Students without disabilities who received an expulsion under zero tolerance policies: Native Hawaiian/Pacific Islander Female,,
BU,SCH_DISCWODIS_EXPZT_BL_M,Students without disabilities who received an expulsion under zero tolerance policies: Black Male,,
BV,SCH_DISCWODIS_EXPZT_BL_F,Students without disabilities who received an expulsion under zero tolerance policies: Black Female,,
BW,SCH_DISCWODIS_EXPZT_WH_M,Students without disabilities who received an expulsion under zero tolerance policies: White Male,,
BX,SCH_DISCWODIS_EXPZT_WH_F,Students without disabilities who received an expulsion under zero tolerance policies: White Female,,
BY,SCH_DISCWODIS_EXPZT_TR_M,Students without disabilities who received an expulsion under zero tolerance policies: Two or More Races Male,,
BZ,SCH_DISCWODIS_EXPZT_TR_F,Students without disabilities who received an expulsion under zero tolerance policies: Two or More Races Female,,
CA,TOT_DISCWODIS_EXPZT_M,Total Number of Students without disabilities who received an expulsion under zero tolerance policies: Calculated Male Total,,
CB,TOT_DISCWODIS_EXPZT_F,Total Number of Students without disabilities who received an expulsion under zero tolerance policies: Calculated Female Total,,
CC,SCH_DISCWODIS_EXPZT_LEP_M,Students without disabilities who received an expulsion under zero tolerance policies: LEP Male,,
CD,SCH_DISCWODIS_EXPZT_LEP_F,Students without disabilities who received an expulsion under zero tolerance policies: LEP Female,,
CE,SCH_DISCWDIS_EXPWE_IDEA_HI_M,Students with disabilities who received an expulsion with educational services: IDEA Hispanic Male,,
CF,SCH_DISCWDIS_EXPWE_IDEA_HI_F,Students with disabilities who received an expulsion with educational services: IDEA Hispanic Female,,
CG,SCH_DISCWDIS_EXPWE_IDEA_AM_M,Students with disabilities who received an expulsion with educational services: IDEA American Indian/Alaska Native Male,,
CH,SCH_DISCWDIS_EXPWE_IDEA_AM_F,Students with disabilities who received an expulsion with educational services: IDEA American Indian/Alaska Native Female,,
CI,SCH_DISCWDIS_EXPWE_IDEA_AS_M,Students with disabilities who received an expulsion with educational services: IDEA Asian Male,,
CJ,SCH_DISCWDIS_EXPWE_IDEA_AS_F,Students with disabilities who received an expulsion with educational services: IDEA Asian Female,,
CK,SCH_DISCWDIS_EXPWE_IDEA_HP_M,Students with disabilities who received an expulsion with educational services: IDEA Native Hawaiian/Pacific Islander Male,,
CL,SCH_DISCWDIS_EXPWE_IDEA_HP_F,Students with disabilities who received an expulsion with educational services: IDEA Native Hawaiian/Pacific Islander Female,,
CM,SCH_DISCWDIS_EXPWE_IDEA_BL_M,Students with disabilities who received an expulsion with educational services: IDEA Black Male,,
CN,SCH_DISCWDIS_EXPWE_IDEA_BL_F,Students with disabilities who received an expulsion with educational services: IDEA Black Female,,
CO,SCH_DISCWDIS_EXPWE_IDEA_WH_M,Students with disabilities who received an expulsion with educational services: IDEA White Male,,
CP,SCH_DISCWDIS_EXPWE_IDEA_WH_F,Students with disabilities who received an expulsion with educational services: IDEA White Female,,
CQ,SCH_DISCWDIS_EXPWE_IDEA_TR_M,Students with disabilities who received an expulsion with educational services: IDEA Two or More Races Male,,
CR,SCH_DISCWDIS_EXPWE_IDEA_TR_F,Students with disabilities who received an expulsion with educational services: IDEA Two or More Races Female,,
CS,TOT_DISCWDIS_EXPWE_IDEA_M,Total Number of Students with disabilities who received an expulsion with educational services: Calculated IDEA Male Total,,
CT,TOT_DISCWDIS_EXPWE_IDEA_F,Total Number of Students with disabilities who received an expulsion with educational services: Calculated IDEA Female Total,,
CU,SCH_DISCWDIS_EXPWE_LEP_M,Students with disabilities who received an expulsion with educational services: LEP Male,,
CV,SCH_DISCWDIS_EXPWE_LEP_F,Students with disabilities who received an expulsion with educational services: LEP Female,,
CW,SCH_DISCWDIS_EXPWE_504_M,Students with disabilities who received an expulsion with educational services: Number of Section 504 Only Male,,
CX,SCH_DISCWDIS_EXPWE_504_F,Students with disabilities who received an expulsion with educational services: Number of Section 504 Only Female,,
CY,SCH_DISCWDIS_EXPWOE_IDEA_HI_M,Students with disabilities who received an expulsion without educational services: IDEA Hispanic Male,,
CZ,SCH_DISCWDIS_EXPWOE_IDEA_HI_F,Students with disabilities who received an expulsion without educational services: IDEA Hispanic Female,,
DA,SCH_DISCWDIS_EXPWOE_IDEA_AM_M,Students with disabilities who received an expulsion without educational services: IDEA American Indian/Alaska Native Male,,
DB,SCH_DISCWDIS_EXPWOE_IDEA_AM_F,Students with disabilities who received an expulsion without educational services: IDEA American Indian/Alaska Native Female,,
DC,SCH_DISCWDIS_EXPWOE_IDEA_AS_M,Students with disabilities who received an expulsion without educational services: IDEA Asian Male,,
DD,SCH_DISCWDIS_EXPWOE_IDEA_AS_F,Students with disabilities who received an expulsion without educational services: IDEA Asian Female,,
DE,SCH_DISCWDIS_EXPWOE_IDEA_HP_M,Students with disabilities who received an expulsion without educational services: IDEA Native Hawaiian/Pacific Islander Male,,
DF,SCH_DISCWDIS_EXPWOE_IDEA_HP_F,Students with disabilities who received an expulsion without educational services: IDEA Native Hawaiian/Pacific Islander Female,,
DG,SCH_DISCWDIS_EXPWOE_IDEA_BL_M,Students with disabilities who received an expulsion without educational services: IDEA Black Male,,
DH,SCH_DISCWDIS_EXPWOE_IDEA_BL_F,Students with disabilities who received an expulsion without educational services: IDEA Black Female,,
DI,SCH_DISCWDIS_EXPWOE_IDEA_WH_M,Students with disabilities who received an expulsion without educational services: IDEA White Male,,
DJ,SCH_DISCWDIS_EXPWOE_IDEA_WH_F,Students with disabilities who received an expulsion without educational services: IDEA White Female,,
DK,SCH_DISCWDIS_EXPWOE_IDEA_TR_M,Students with disabilities who received an expulsion without educational services: IDEA Two or More Races Male,,
DL,SCH_DISCWDIS_EXPWOE_IDEA_TR_F,Students with disabilities who received an expulsion without educational services: IDEA Two or More Races Female,,
